product_id,product_name,category,subcategory,unit_cost,unit_price,is_active
401,Cocina Quedó 401,Hogar,Cocina,106.96,163.52,True
402,Decoracion Parece 402,HOGAR,Decoracion,87.71,193.85,True
403,Cuidado facial Nuestra 403,BELLEZA,Cuidado facial,65.35,157.14,True
404,Fitness Viene 404,Deporte,Fitness,140.35,377.31,True
405,Fitness Corazón 405,deporte,Fitness,69.27,101.82,True
406,Camisetas Ojos 406,MODA,Camisetas,147.77,,True
407,Accesorios de moda Manos 407,moda,Accesorios de moda,21.33,57.19,True
408,Muebles Adelante 408,Hogar,Muebles,130.87,271.98,True
409,Auriculares Vista 409,ELECTRONICA,Auriculares,89.92,170.71,True
410,Accesorios Pero 410,electronica,Accesorios,11.05,19.92,True
411,Calzado Proyecto 411,moda,Calzado,121.02,158.17,True
412,Decoracion Alto 412,hogar,Decoracion,52.02,98.7,True
413,Fitness Supuesto 413,DEPORTE,Fitness,82.0,219.74,True
414,Muebles Presencia 414,HOGAR,Muebles,53.91,98.14,True
415,Ciclismo Claro 415,deporte,Ciclismo,111.41,220.41,True
416,Accesorios Miguel 416,Electronica,Accesorios,36.02,71.27,True
417,Cocina Partidos 417,Hogar,Cocina,23.71,37.1,True
418,Calzado Alrededor 418,Moda,Calzado,76.26,147.06,True
419,Ciclismo Noche 419,DEPORTE,Ciclismo,137.48,253.46,True
420,Running Vuelta 420,DEPORTE,Running,88.35,198.65,True
421,Maquillaje Nadie 421,Belleza,Maquillaje,4.92,11.29,True
422,Cuidado facial Lleva 422,Belleza,Cuidado facial,29.17,79.97,True
423,Camisetas Justicia 423,Moda,Camisetas,24.85,47.76,True
424,Muebles Interés 424,HOGAR,Muebles,15.55,43.47,True
425,Pantalones Marco 425,Moda,Pantalones,76.82,168.47,True
426,Perfumes Don 426,belleza,Perfumes,12.86,,True
427,Running Hacer 427,Deporte,Running,33.86,89.63,True
428,Running Otro 428,deporte,Running,33.16,52.59,True
429,Maquillaje Relación 429,BELLEZA,Maquillaje,8.37,16.81,True
430,Accesorios Nunca 430,ELECTRONICA,Accesorios,86.03,120.32,True
431,Accesorios de moda Claro 431,MODA,Accesorios de moda,117.0,231.65,True
432,Running Construcción 432,Deporte,Running,80.09,157.07,True
433,Camisetas Siguiente 433,moda,Camisetas,61.91,132.45,True
434,Auriculares Peor 434,electronica,Auriculares,25.82,40.61,True
435,Auriculares Modelo 435,Electronica,Auriculares,129.68,352.62,True
436,Maquillaje Evitar 436,BELLEZA,Maquillaje,57.88,98.75,True
437,Fitness Resultados 437,deporte,Fitness,97.67,186.85,True
438,Accesorios de moda Hicieron 438,Moda,Accesorios de moda,6.73,10.33,True
439,Running Explicó 439,DEPORTE,Running,108.25,247.72,True
440,Portatiles Blanca 440,ELECTRONICA,Portatiles,6.98,11.4,True
441,Running Hasta 441,deporte,Running,36.97,85.32,False
442,Maquillaje Felipe 442,BELLEZA,Maquillaje,5.9,8.59,True
443,Camisetas Poner 443,moda,Camisetas,120.59,189.06,True
444,Pantalones Ciento 444,moda,Pantalones,98.95,163.99,True
445,Fitness Ejército 445,deporte,Fitness,17.62,29.33,True
446,Smartphones J 446,Electronica,Smartphones,109.17,282.05,True
447,Smartphones Reforma 447,electronica,Smartphones,125.04,237.05,True
448,Maquillaje Éxito 448,BELLEZA,Maquillaje,101.21,162.69,True
449,Cocina Nuevas 449,Hogar,Cocina,46.09,121.89,True
450,Accesorios Mis 450,electronica,Accesorios,4.91,7.01,True
451,Perfumes Unidos 451,belleza,Perfumes,33.56,44.96,True
452,Fitness Parecía 452,DEPORTE,Fitness,29.67,64.52,True
453,Cocina Elecciones 453,Hogar,Cocina,64.95,171.4,True
454,Calzado Buen 454,Moda,Calzado,123.16,223.26,False
455,Perfumes Así 455,Belleza,Perfumes,41.14,76.91,True
456,Decoracion Estado 456,hogar,Decoracion,89.77,152.8,True
457,Smartphones Vez 457,ELECTRONICA,Smartphones,94.75,181.36,True
458,Running Bastante 458,deporte,Running,84.15,164.45,True
459,Smartphones Ahí 459,Electronica,Smartphones,46.29,126.03,True
460,Pantalones Tú 460,MODA,Pantalones,115.25,174.05,True
461,Cocina Causa 461,hogar,Cocina,130.66,265.39,True
462,Accesorios Interior 462,ELECTRONICA,Accesorios,134.5,336.22,True
463,Accesorios Consejo 463,ELECTRONICA,Accesorios,65.51,87.37,True
464,Smartphones Sistemas 464,Electronica,Smartphones,42.5,89.78,True
465,Pantalones Aquel 465,Moda,Pantalones,96.12,162.14,True
466,Decoracion Estos 466,Hogar,Decoracion,23.49,59.96,True
467,Decoracion Atención 467,Hogar,Decoracion,147.71,308.5,True
468,Perfumes Hoy 468,Belleza,Perfumes,28.24,48.25,True
469,Fitness Rodríguez 469,DEPORTE,Fitness,5.7,15.23,True
470,Calzado Llega 470,Moda,Calzado,20.31,43.97,True
471,Accesorios Vida 471,electronica,Accesorios,43.29,92.26,True
472,Cuidado facial Luz 472,BELLEZA,Cuidado facial,98.76,251.31,True
473,Running Producto 473,deporte,Running,33.34,,True
474,Maquillaje D 474,BELLEZA,Maquillaje,23.12,61.27,True
475,Cocina Espacio 475,Hogar,Cocina,131.46,288.7,True
476,Accesorios Solución 476,Electronica,Accesorios,91.28,209.72,True
477,Fitness Tal 477,DEPORTE,Fitness,28.78,76.89,True
478,Accesorios de moda Cama 478,MODA,Accesorios de moda,64.56,121.03,True
479,Perfumes Toda 479,Belleza,Perfumes,79.28,108.65,True
480,Smartphones Españoles 480,Electronica,Smartphones,27.44,66.05,True
481,Pantalones Partir 481,Moda,Pantalones,15.17,33.45,True
482,Cocina Energía 482,Hogar,Cocina,39.07,73.61,True
483,Accesorios de moda Noche 483,moda,Accesorios de moda,45.44,83.31,True
484,Maquillaje Fuentes 484,Belleza,Maquillaje,108.7,189.76,True
485,Pantalones Tanto 485,moda,Pantalones,86.26,173.73,True
486,Calzado Consejo 486,MODA,Calzado,100.56,272.04,True
487,Accesorios Incluso 487,ELECTRONICA,Accesorios,110.69,179.58,True
488,Decoracion Éste 488,hogar,Decoracion,7.58,12.84,True
489,Smartphones Respuesta 489,ELECTRONICA,Smartphones,90.48,124.6,True
490,Calzado Derechos 490,Moda,Calzado,75.97,166.77,True
491,Cocina Mayo 491,HOGAR,Cocina,52.13,128.05,True
492,Perfumes Existen 492,Belleza,Perfumes,18.67,26.38,True
493,Accesorios de moda Público 493,moda,Accesorios de moda,110.04,224.84,True
494,Muebles Civil 494,hogar,Muebles,104.2,203.42,True
495,Cocina Conjunto 495,Hogar,Cocina,39.22,99.17,False
496,Ciclismo Democracia 496,deporte,Ciclismo,120.51,282.24,True
497,Cocina Dicho 497,hogar,Cocina,43.01,93.99,True
498,Perfumes Cambios 498,belleza,Perfumes,56.06,80.58,True
499,Cuidado facial Más 499,belleza,Cuidado facial,137.85,207.5,True
500,Running Mejor 500,DEPORTE,Running,142.68,280.94,True
501,Accesorios de moda Enero 501,MODA,Accesorios de moda,30.21,,True
502,Smartphones Diciembre 502,Electronica,Smartphones,131.32,314.95,True
503,Perfumes Tiempo 503,belleza,Perfumes,121.56,278.15,True
504,Decoracion Área 504,Hogar,Decoracion,-104.76,,True
505,Accesorios Puerto 505,electronica,Accesorios,39.7,80.76,True
506,Smartphones Región 506,Electronica,Smartphones,35.52,98.8,True
507,Cuidado facial Metros 507,Belleza,Cuidado facial,141.78,192.7,True
508,Maquillaje Alrededor 508,belleza,Maquillaje,106.72,286.85,True
509,Accesorios Varios 509,ELECTRONICA,Accesorios,29.54,63.57,True
510,Decoracion Máximo 510,hogar,Decoracion,137.58,185.86,True
511,Portatiles Temas 511,Electronica,Portatiles,105.52,184.24,True
512,Ciclismo Único 512,Deporte,Ciclismo,138.89,382.86,True
513,Accesorios de moda Trabajar 513,moda,Accesorios de moda,141.81,285.23,True
514,Smartphones Volver 514,Electronica,Smartphones,129.72,332.97,True
515,Pantalones Cara 515,moda,Pantalones,-49.91,126.94,True
516,Accesorios Vino 516,Electronica,Accesorios,8.44,18.52,True
517,Camisetas Violencia 517,MODA,Camisetas,36.81,54.51,True
518,Portatiles Hizo 518,electronica,Portatiles,14.31,33.55,True
519,Maquillaje Social 519,Belleza,Maquillaje,52.96,126.42,True
520,Fitness Quienes 520,DEPORTE,Fitness,12.61,22.36,True
521,Fitness Sigue 521,Deporte,Fitness,82.31,204.63,True
522,Muebles Mí 522,hogar,Muebles,49.86,111.63,True
523,Portatiles Mes 523,ELECTRONICA,Portatiles,133.24,296.3,False
524,Pantalones Acción 524,MODA,Pantalones,37.25,49.79,True
525,Ciclismo Aquella 525,DEPORTE,Ciclismo,-130.9,174.35,True
526,Accesorios Cualquier 526,Electronica,Accesorios,131.58,275.45,True
527,Camisetas Acciones 527,moda,Camisetas,141.04,352.34,True
528,Ciclismo Explicó 528,Deporte,Ciclismo,149.7,273.36,True
529,Smartphones Valores 529,electronica,Smartphones,115.78,220.32,True
530,Perfumes Algunas 530,BELLEZA,Perfumes,73.54,164.82,True
531,Camisetas Información 531,MODA,Camisetas,131.43,364.87,True
532,Calzado Objeto 532,moda,Calzado,115.94,223.38,True
533,Accesorios de moda Vino 533,moda,Accesorios de moda,64.94,156.27,True
534,Pantalones Instituto 534,MODA,Pantalones,38.1,55.84,False
535,Ciclismo O 535,deporte,Ciclismo,55.13,,True
536,Smartphones Mejor 536,electronica,Smartphones,46.56,76.84,True
537,Portatiles Ellos 537,electronica,Portatiles,9.19,12.19,True
538,Auriculares Pudo 538,ELECTRONICA,Auriculares,148.2,287.75,True
539,Portatiles Europa 539,electronica,Portatiles,59.5,138.01,True
540,Camisetas Alto 540,Moda,Camisetas,35.08,95.59,True
541,Pantalones Camino 541,MODA,Pantalones,118.59,170.07,True
542,Running Mira 542,deporte,Running,64.38,168.59,True
543,Fitness Nuevas 543,deporte,Fitness,141.88,283.92,True
544,Calzado Vía 544,moda,Calzado,93.17,144.46,True
545,Ciclismo Está 545,deporte,Ciclismo,148.7,244.98,True
546,Portatiles Industria 546,Electronica,Portatiles,141.58,322.02,True
547,Cuidado facial Gracias 547,belleza,Cuidado facial,92.34,191.05,True
548,Pantalones Nos 548,Moda,Pantalones,36.91,57.76,True
549,Fitness Etapa 549,deporte,Fitness,35.41,55.94,True
550,Smartphones Crisis 550,Electronica,Smartphones,117.6,214.64,True
551,Accesorios Vista 551,electronica,Accesorios,11.5,31.67,True
552,Cocina Su 552,HOGAR,Cocina,132.92,,True
553,Ciclismo Cine 553,DEPORTE,Ciclismo,149.25,232.96,True
554,Portatiles Datos 554,Electronica,Portatiles,61.25,149.29,True
555,Smartphones Este 555,electronica,Smartphones,105.32,161.23,True
556,Muebles J 556,HOGAR,Muebles,122.93,201.19,True
557,Fitness Mundial 557,DEPORTE,Fitness,35.9,75.59,True
558,Maquillaje Cama 558,Belleza,Maquillaje,90.16,195.66,True
559,Fitness Vía 559,Deporte,Fitness,16.45,43.04,True
560,Maquillaje Iba 560,belleza,Maquillaje,42.04,,True
561,Camisetas Supuesto 561,MODA,Camisetas,133.65,365.33,True
562,Smartphones Seguir 562,electronica,Smartphones,129.73,326.18,True
563,Ciclismo Estamos 563,deporte,Ciclismo,99.32,211.18,True
564,Muebles Junto 564,Hogar,Muebles,15.79,30.2,True
565,Muebles Izquierda 565,Hogar,Muebles,57.79,97.64,True
566,Pantalones Aquella 566,MODA,Pantalones,109.34,223.47,True
567,Maquillaje Muestra 567,Belleza,Maquillaje,14.91,24.31,True
568,Decoracion Bien 568,hogar,Decoracion,103.44,146.28,True
569,Decoracion Negro 569,HOGAR,Decoracion,128.13,261.73,True
570,Calzado Después 570,moda,Calzado,73.65,161.19,True
571,Smartphones Dejar 571,electronica,Smartphones,124.23,226.31,True
572,Calzado Dijo 572,moda,Calzado,102.67,220.6,False
573,Cuidado facial Términos 573,BELLEZA,Cuidado facial,42.25,110.61,True
574,Cuidado facial Miguel 574,BELLEZA,Cuidado facial,120.22,275.02,True
575,Ciclismo Felipe 575,deporte,Ciclismo,128.04,333.02,True
576,Accesorios Mayor 576,electronica,Accesorios,107.13,273.77,True
577,Portatiles Defensa 577,ELECTRONICA,Portatiles,105.53,244.85,True
578,Accesorios de moda Sea 578,MODA,Accesorios de moda,93.94,228.19,True
579,Decoracion Vía 579,Hogar,Decoracion,26.31,68.97,True
580,Smartphones Próximo 580,ELECTRONICA,Smartphones,131.16,176.26,True
581,Auriculares Santiago 581,electronica,Auriculares,124.4,185.77,True
582,Ciclismo Tribunal 582,Deporte,Ciclismo,52.26,126.22,True
583,Running Día 583,DEPORTE,Running,26.63,67.29,True
584,Cocina Energía 584,hogar,Cocina,125.32,258.31,True
585,Ciclismo Deseo 585,Deporte,Ciclismo,3.94,6.82,True
586,Accesorios de moda Sigue 586,MODA,Accesorios de moda,93.69,259.69,True
587,Accesorios Hubo 587,ELECTRONICA,Accesorios,95.88,162.01,True
588,Running Iglesia 588,Deporte,Running,96.2,202.98,True
589,Decoracion Juan 589,hogar,Decoracion,117.64,171.81,True
590,Ciclismo Cierta 590,deporte,Ciclismo,-114.87,242.59,True
591,Cocina E 591,HOGAR,Cocina,144.56,262.06,True
592,Smartphones Llegado 592,electronica,Smartphones,-96.0,259.01,True
593,Cocina Habrá 593,HOGAR,Cocina,18.07,48.89,True
594,Cocina Arte 594,HOGAR,Cocina,104.12,145.95,True
595,Cocina Aumento 595,HOGAR,Cocina,47.24,111.59,True
596,Muebles Derecho 596,Hogar,Muebles,12.9,28.03,True
597,Ciclismo Nuestros 597,Deporte,Ciclismo,53.84,120.14,True
598,Ciclismo Puntos 598,deporte,Ciclismo,9.72,25.34,True
599,Maquillaje Ii 599,Belleza,Maquillaje,146.1,402.26,True
600,Auriculares Rodríguez 600,Electronica,Auriculares,113.2,169.25,True
111,Calzado No 111,Moda,Calzado,99.67,214.54,True
420,Running Vuelta 420,DEPORTE,Running,88.35,198.65,True
566,Pantalones Aquella 566,MODA,Pantalones,109.34,223.47,True
78,Ciclismo Modelo 78,deporte,Ciclismo,147.89,245.95,True
182,Cocina Hacerlo 182,HOGAR,Cocina,70.36,149.05,False
285,Accesorios Interés 285,ELECTRONICA,Accesorios,135.91,247.68,True
