order_item_id,order_id,product_id,quantity,discount_pct,unit_price_at_order
4029,1859,185,2,0.0,46.45
4030,1859,151,1,0.05,21.22
4031,1860,122,1,0.1,249.72
4032,1860,483,1,0.15,82.18
4033,1861,167,1,0.0,7.21
4034,1861,275,1,0.05,195.88
4035,1862,231,2,0.2,43.92
4036,1862,89,2,0.0,200.1
4037,1862,328,1,0.15,94.17
4038,1863,198,4,0.1,136.46
4039,1864,519,3,0.0,130.64
4040,1865,331,1,0.1,150.05
4041,1865,465,1,0.0,155.35
4042,1865,48,2,0.2,235.0
4043,1866,189,2,0.2,162.18
4044,1866,485,3,0.0,178.08
4045,1866,592,1,0.05,258.86
4046,1867,11,4,0.0,141.0
4047,1867,369,2,0.1,157.12
4048,1868,225,4,0.0,85.47
4049,1869,514,2,0.0,320.86
4050,1870,257,1,0.1,356.16
4051,1870,325,3,0.2,235.79
4052,1871,203,1,0.0,126.4
4053,1872,100,1,0.1,330.71
4054,1872,41,1,0.05,283.01
4055,1873,296,1,0.0,51.11
4056,1873,49,2,0.0,155.15
4057,1873,509,4,0.0,64.42
4058,1873,597,1,0.0,123.41
4059,1874,68,1,0.05,240.55
4060,1874,511,1,0.05,184.72
4061,1875,245,2,0.1,367.34
4062,1875,61,3,0.0,337.59
4063,1875,173,4,0.15,132.24
4064,1876,478,4,0.05,120.28
4065,1876,504,1,0.2,
4066,1876,151,3,0.05,21.59
4067,1877,407,4,0.2,58.95
4068,1877,337,1,0.1,30.07
4069,1878,524,4,0.05,47.68
4070,1879,557,1,0.2,72.13
4071,1880,464,1,0.15,93.81
4072,1880,28,1,0.0,236.84
4073,1880,515,2,0.1,124.3
4074,1880,435,2,0.0,369.08
4075,1880,386,1,0.05,50.27
4076,1881,197,3,0.1,142.01
4077,1881,255,1,0.15,338.46
4078,1881,487,4,0.0,171.47
4079,1881,241,1,0.2,231.45
4080,1882,84,2,0.15,81.31
4081,1882,471,2,0.0,88.48
4082,1883,355,1,0.0,92.51
4083,1884,450,3,0.1,7.28
4084,1885,289,1,0.0,64.47
4085,1885,231,2,0.15,46.62
4086,1885,314,2,0.1,171.67
4087,1885,301,1,0.2,49.33
4088,1886,433,1,0.0,126.31
4089,1887,467,2,0.05,318.25
4090,1887,183,2,0.0,256.03
4091,1888,79,2,0.0,236.58
4092,1888,524,2,0.0,50.27
4093,1888,477,2,0.0,75.03
4094,1888,122,4,0.05,260.42
4095,1889,34,1,0.1,59.2
4096,1889,321,3,0.15,10.72
4097,1890,373,1,0.15,
4098,1890,308,1,0.05,367.42
4099,1890,336,4,0.1,77.79
4100,1890,88,4,0.0,152.71
4101,1890,188,2,0.1,23.79
4102,1891,214,1,0.0,181.44
4103,1891,334,3,0.2,
4104,1891,184,1,0.0,370.99
4105,1892,213,4,0.15,23.2
4106,1892,272,3,0.1,84.1
4107,1893,272,2,0.1,81.1
4108,1893,202,1,0.0,191.78
4109,1893,360,4,0.0,51.4
4110,1893,78,1,0.1,237.38
4111,1894,287,1,0.1,130.42
4112,1894,242,2,0.0,157.34
4113,1894,529,1,0.15,219.58
4114,1895,401,1,0.05,160.35
4115,1896,301,4,0.15,47.66
4116,1897,175,3,0.15,132.4
4117,1897,275,2,0.1,187.78
4118,1898,243,1,0.0,229.95
4119,1898,234,2,0.05,120.58
4120,1898,335,1,0.05,53.46
4121,1899,589,1,0.05,167.79
4122,1899,260,1,0.0,223.69
4123,1900,100,3,0.2,316.94
4124,1901,237,4,0.15,24.02
4125,1901,145,1,0.2,102.01
4126,1901,167,2,0.0,7.51
4127,1902,555,4,0.05,163.49
4128,1902,287,2,0.1,132.21
4129,1902,608,4,0.05,
4130,1903,593,1,0.05,51.05
4131,1904,327,1,0.0,223.24
4132,1904,6,4,0.0,17.09
4133,1904,564,1,0.05,29.69
4134,1904,461,1,0.0,267.06
4135,1905,128,4,0.1,59.56
4136,1905,266,1,0.05,358.6
4137,1906,6,4,0.1,16.18
4138,1906,331,1,0.0,160.74
4139,1907,176,1,0.0,203.03
4140,1907,37,1,0.2,9.53
4141,1908,51,3,0.1,16.78
4142,1908,161,1,0.15,203.73
4143,1908,502,2,0.0,325.12
4144,1909,341,2,0.0,
4145,1910,51,-1,0.0,16.62
4146,1910,565,4,0.05,97.56
4147,1911,519,2,0.2,126.02
4148,1912,192,1,0.1,255.35
4149,1912,144,3,0.15,158.17
4150,1912,523,1,0.15,297.23
4151,1913,303,3,0.0,42.24
4152,1913,513,1,0.1,280.97
4153,1913,501,1,0.0,
4154,1913,255,1,0.2,327.56
4155,1914,320,1,0.15,81.95
4156,1914,189,1,0.2,167.16
4157,1914,581,2,0.05,
4158,1914,348,1,0.15,46.21
4159,1915,153,4,0.2,315.49
4160,1915,118,2,0.0,73.27
4161,1916,227,1,0.0,
4162,1916,555,4,0.1,168.27
4163,1917,152,1,0.0,191.57
4164,1917,396,4,0.0,57.92
4165,1917,334,4,0.0,
4166,1918,120,2,0.0,149.31
4167,1919,83,2,0.0,40.41
4168,1920,116,2,0.2,246.78
4169,1920,355,1,0.2,97.87
4170,1921,51,1,0.2,17.41
4171,1921,538,1,0.0,274.35
4172,1922,482,4,0.15,74.06
4173,1922,173,2,0.0,
4174,1923,22,3,0.05,21.65
4175,1923,529,1,0.05,224.53
4176,1924,221,1,0.0,42.12
4177,1924,511,1,0.0,177.68
4178,1925,262,1,0.2,382.48
4179,1925,474,2,0.15,59.41
4180,1926,83,4,0.0,39.94
4181,1926,476,1,0.2,206.77
4182,1926,41,2,0.15,299.93
4183,1927,170,1,0.0,100.78
4184,1928,399,2,0.1,291.56
4185,1928,480,3,0.0,65.89
4186,1928,446,2,0.2,276.06
4187,1929,582,1,0.05,129.02
4188,1929,362,4,0.1,31.34
4189,1929,90,2,0.0,219.19
4190,1930,175,1,0.0,126.16
4191,1930,384,4,0.2,305.43
4192,1931,156,2,0.0,98.37
4193,1931,263,1,0.1,241.78
4194,1931,305,1,0.2,171.51
4195,1932,449,4,0.0,122.61
4196,1932,564,3,0.0,30.47
4197,1933,235,1,0.2,97.4
4198,1933,367,1,0.0,
4199,1934,195,2,0.0,281.72
4200,1935,219,1,0.1,35.19
4201,1936,409,1,0.2,174.16
4202,1936,483,2,0.2,83.25
4203,1937,332,2,0.2,152.8
4204,1938,244,2,0.0,16.95
4205,1938,388,1,0.0,182.36
4206,1938,295,1,0.1,32.55
4207,1938,577,4,0.0,238.07
4208,1938,155,2,0.15,209.73
4209,1939,345,4,0.1,183.31
4210,1939,502,2,0.2,318.86
4211,1939,270,3,0.0,103.11
4212,1940,273,4,0.1,177.94
4213,1941,421,3,0.2,11.29
4214,1941,463,4,0.0,91.63
4215,1942,177,1,0.0,150.21
4216,1942,214,1,0.0,172.22
4217,1943,87,2,0.15,126.74
4218,1943,463,2,0.15,91.03
4219,1943,164,1,0.2,193.96
4220,1943,68,1,0.1,246.36
4221,1944,511,1,0.2,186.08
4222,1945,402,4,0.15,195.57
4223,1946,92,4,0.0,355.93
4224,1946,22,4,0.05,20.9
4225,1946,206,4,0.15,134.59
4226,1946,562,1,0.0,335.59
4227,1947,447,2,0.1,229.74
4228,1947,366,2,0.2,68.1
4229,1947,474,2,0.1,61.16
4230,1948,79,4,0.1,259.56
4231,1949,278,2,0.0,246.3
4232,1949,587,1,0.0,154.23
4233,1949,297,2,0.0,55.13
4234,1950,144,2,0.15,154.88
4235,1951,548,1,0.0,
4236,1952,344,1,0.0,152.69
4237,1952,585,1,0.1,6.81
4238,1952,115,1,0.0,286.84
4239,1952,213,2,0.2,24.9
4240,1953,352,2,0.1,82.25
4241,1953,218,1,0.0,34.88
4242,1953,577,1,0.05,234.27
4243,1954,545,2,0.2,239.23
4244,1954,330,2,0.0,218.59
4245,1955,481,2,0.2,32.13
4246,1956,372,3,0.1,236.9
4247,1956,420,2,0.0,189.97
4248,1956,360,1,0.0,48.59
4249,1957,144,1,0.0,156.93
4250,1958,251,2,0.2,228.27
4251,1959,71,2,0.0,244.78
4252,1959,512,3,0.0,370.3
4253,1959,437,1,0.0,182.72
4254,1959,418,2,0.0,140.42
4255,1960,227,1,0.2,
4256,1960,336,2,0.05,76.76
4257,1960,301,2,0.0,46.98
4258,1960,595,4,0.0,109.79
4259,1961,64,3,0.05,323.47
4260,1962,267,2,0.0,333.14
4261,1962,339,2,0.15,36.54
4262,1962,506,4,0.0,98.74
4263,1962,185,3,0.2,45.5
4264,1963,362,2,0.1,30.31
4265,1964,594,4,0.0,151.33
4266,1965,410,1,0.1,20.61
4267,1966,217,1,0.15,138.66
4268,1966,436,1,0.1,99.11
4269,1967,30,2,0.2,18.08
4270,1968,584,2,0.0,263.54
4271,1968,233,1,0.0,272.84
4272,1968,454,1,0.1,231.67
4273,1969,46,2,0.15,49.04
4274,1969,316,1,0.0,277.72
4275,1969,108,4,0.15,171.86
4276,1969,315,1,0.0,14.04
4277,1970,65,1,0.0,8.32
4278,1970,408,1,0.0,280.89
4279,1970,568,1,0.2,141.01
4280,1970,537,1,0.05,12.41
4281,1970,289,1,0.15,64.92
4282,1971,468,4,0.0,50.37
4283,1971,285,1,0.05,246.95
4284,1971,105,1,0.15,5.83
4285,1972,97,1,0.0,309.08
4286,1973,309,2,0.2,
4287,1973,503,2,0.05,287.95
4288,1973,561,1,0.0,353.06
4289,1973,168,3,0.05,13.14
4290,1973,323,2,0.0,55.26
4291,1974,313,4,0.2,166.25
4292,1975,513,2,0.15,287.52
4293,1976,511,2,0.1,182.58
4294,1976,45,1,0.0,256.26
4295,1977,396,1,0.0,56.92
4296,1977,111,2,0.0,214.57
4297,1978,536,1,0.0,75.33
4298,1979,237,1,0.1,23.61
4299,1979,597,4,0.2,120.71
4300,1979,451,1,0.15,44.09
4301,1980,462,2,0.2,351.24
4302,1980,530,1,0.2,166.33
4303,1981,271,1,0.2,309.68
4304,1981,294,1,0.0,21.19
4305,1981,467,2,0.0,309.72
4306,1981,335,1,0.05,53.76
4307,1982,432,2,0.0,163.39
4308,1982,494,1,0.2,212.83
4309,1982,566,4,0.15,228.34
4310,1982,143,1,0.05,119.71
4311,1983,171,2,0.05,147.15
4312,1984,261,3,0.0,167.42
4313,1984,557,1,0.1,75.51
4314,1985,598,1,0.1,24.4
4315,1985,581,2,0.15,181.24
4316,1985,456,4,0.0,160.2
4317,1985,84,2,0.0,81.26
4318,1986,159,2,0.15,98.28
4319,1986,490,1,0.0,162.2
4320,1986,29,2,0.05,25.71
4321,1987,260,1,0.0,219.93
4322,1987,528,1,0.05,264.97
4323,1988,564,2,0.0,28.97
4324,1988,253,3,0.0,
4325,1988,3,3,0.0,39.95
4326,1989,239,3,0.15,28.5
4327,1990,58,1,0.2,243.07
4328,1991,158,1,0.15,291.87
4329,1992,164,1,0.2,187.16
4330,1992,269,2,0.1,219.33
4331,1993,116,1,0.05,247.79
4332,1994,311,3,0.1,49.18
4333,1995,504,1,0.1,
4334,1996,2,1,0.0,241.91
4335,1997,19,3,0.1,
4336,1997,201,3,0.1,49.64
4337,1998,112,3,0.1,32.07
4338,1998,155,1,0.05,197.48
4339,1998,585,2,0.0,7.13
4340,1999,598,1,0.0,26.43
4341,1999,137,1,0.1,361.23
4342,1999,493,1,0.1,223.1
4343,2000,202,3,0.15,202.95
4344,2000,42,1,0.1,72.98
4345,2001,263,4,0.0,245.39
4346,2002,343,4,0.2,306.3
4347,2002,471,1,0.0,91.39
4348,2002,235,1,0.0,96.41
4349,2002,16,2,0.05,
4350,2003,151,1,0.05,23.04
4351,2004,450,1,0.05,7.27
4352,2004,375,3,0.0,315.65
4353,2005,451,1,0.1,45.2
4354,2005,294,1,0.0,21.38
4355,2005,63,1,0.2,74.03
4356,2006,198,1,0.2,137.85
4357,2006,399,3,0.2,309.93
4358,2006,20,3,0.2,203.57
4359,2007,209,3,0.0,86.61
4360,2007,489,2,0.0,126.33
4361,2007,257,1,0.05,351.87
4362,2008,272,1,0.0,87.15
4363,2008,359,4,0.2,349.66
4364,2008,291,2,0.0,188.4
4365,2009,572,1,0.0,209.77
4366,2010,196,1,0.2,286.39
4367,2011,72,1,0.0,129.83
4368,2012,375,2,0.0,315.89
4369,2013,430,1,0.2,117.32
4370,2014,29,2,0.0,25.94
4371,2015,513,4,0.05,280.81
4372,2016,198,1,0.1,141.02
4373,2017,548,1,0.0,55.92
4374,2018,335,2,4.03,52.58
4375,2018,70,1,0.15,156.9
4376,2019,596,1,0.0,
4377,2020,169,1,0.1,
4378,2021,161,1,0.0,201.65
4379,2021,190,4,0.0,216.52
4380,2021,487,1,0.2,176.41
4381,2022,244,2,0.2,16.53
4382,2023,437,2,0.1,177.85
4383,2023,186,2,0.05,22.65
4384,2023,415,1,0.05,217.88
4385,2024,293,1,0.0,154.93
4386,2025,20,2,0.0,209.39
4387,2025,333,2,0.0,27.95
4388,2025,536,2,0.15,80.45
4389,2025,288,1,0.2,367.21
4390,2025,574,2,0.0,288.16
4391,2026,359,1,0.0,339.09
4392,2027,83,1,0.0,41.48
4393,2027,449,4,0.15,120.34
4394,2028,184,2,0.2,401.36
4395,2028,432,2,0.2,155.54
4396,2029,437,2,0.15,179.69
4397,2029,430,2,0.0,117.32
4398,2029,528,3,0.1,271.3
4399,2030,326,3,0.0,33.57
4400,2031,320,1,0.0,80.39
4401,2032,437,1,0.1,191.69
4402,2032,373,3,0.15,
4403,2032,154,4,0.1,140.67
4404,2033,28,2,0.1,232.38
4405,2033,47,1,0.2,250.78
4406,2034,165,4,0.05,103.64
4407,2034,245,2,0.05,374.93
4408,2035,592,1,0.05,269.28
4409,2035,169,2,0.0,
4410,2035,514,1,0.0,322.95
4411,2036,1,1,0.1,163.15
4412,2036,41,3,0.2,284.48
4413,2036,21,1,0.0,43.11
4414,2036,211,2,0.2,300.57
4415,2036,172,2,0.0,56.8
4416,2037,363,4,0.05,214.36
4417,2038,75,1,0.2,18.8
4418,2038,476,2,0.15,201.62
4419,2039,119,1,0.2,56.77
4420,2039,450,2,0.0,6.98
4421,2039,473,2,0.0,
4422,2040,232,1,0.0,234.15
4423,2040,280,4,0.0,245.81
4424,2041,394,1,0.0,
4425,2041,541,2,0.0,175.67
4426,2042,424,1,0.2,41.82
4427,2043,269,1,0.0,205.27
4428,2043,357,2,0.05,142.92
4429,2043,133,2,0.0,317.96
4430,2044,267,2,0.2,314.47
4431,2044,321,2,0.0,10.57
4432,2044,152,2,0.0,184.4
4433,2045,35,2,0.1,39.9
4434,2045,294,2,0.05,20.09
4435,2045,418,2,0.0,146.08
4436,2046,57,3,0.0,338.91
4437,2046,330,1,0.0,207.15
4438,2047,477,1,0.0,73.91
4439,2048,576,3,0.2,271.77
4440,2048,590,2,0.05,246.07
4441,2049,401,3,0.15,166.16
4442,2049,133,1,0.0,327.64
4443,2050,346,1,0.0,101.12
4444,2050,60,4,0.0,285.82
4445,2050,436,1,0.0,97.3
4446,2051,543,1,0.0,271.18
4447,2051,58,1,0.0,238.95
4448,2052,283,1,0.2,114.55
4449,2052,277,1,0.0,188.88
4450,2052,222,1,0.05,110.76
4451,2052,224,4,0.0,356.08
4452,2053,160,1,0.15,43.41
4453,2054,145,1,0.15,100.98
4454,2055,287,2,0.0,137.07
4455,2055,141,2,0.05,238.45
4456,2055,192,2,0.05,245.96
4457,2056,326,4,0.15,32.27
4458,2056,468,3,0.15,50.11
4459,2056,511,2,0.15,182.66
4460,2056,461,2,0.1,272.09
4461,2057,223,2,0.2,335.71
4462,2057,64,2,0.0,327.46
4463,2058,354,2,0.0,124.45
4464,2059,275,2,0.1,200.34
4465,2059,320,1,0.2,81.75
4466,2060,362,1,0.2,29.58
4467,2061,89,3,0.05,188.57
4468,2062,191,1,0.05,50.09
4469,2062,425,2,0.15,162.03
4470,2062,520,1,0.05,22.77
4471,2062,219,1,0.0,35.56
4472,2063,69,2,0.15,178.47
4473,2063,305,1,0.0,184.27
4474,2064,124,2,0.15,179.87
4475,2064,186,1,0.0,23.11
4476,2064,246,1,0.0,158.65
4477,2064,37,2,0.15,9.93
4478,2065,69,2,0.0,187.98
4479,2065,73,2,0.15,63.06
4480,2066,195,1,0.15,270.92
4481,2066,112,4,0.15,31.79
4482,2066,561,1,0.0,353.25
4483,2066,110,2,0.05,248.1
4484,2066,228,4,0.15,39.74
4485,2067,277,1,0.0,176.1
4486,2067,197,1,0.15,137.46
4487,2068,452,1,0.0,67.01
4488,2069,455,4,0.0,80.04
4489,2069,496,1,0.1,269.15
4490,2070,278,1,0.2,251.24
4491,2071,16,3,0.2,
4492,2071,426,2,0.15,
4493,2071,214,2,0.05,
4494,2071,284,2,0.0,118.4
4495,2072,533,3,0.2,158.26
4496,2072,522,2,0.15,106.67
4497,2073,594,1,0.05,140.51
4498,2073,8,1,0.0,46.82
4499,2073,198,1,0.05,149.84
4500,2073,236,3,0.0,13.65
4501,2073,531,2,0.2,379.08
4502,2074,137,3,0.0,335.67
4503,2074,49,4,0.1,162.1
4504,2075,246,3,0.2,159.66
4505,2075,557,2,0.05,74.27
4506,2075,204,3,0.2,82.14
4507,2075,413,2,0.1,225.17
4508,2076,329,2,0.15,84.44
4509,2077,516,2,0.0,18.95
4510,2077,557,2,0.2,77.86
4511,2078,523,1,0.05,309.59
4512,2078,177,1,0.05,148.58
4513,2078,303,4,0.05,43.34
4514,2079,186,1,0.0,24.52
4515,2080,267,2,0.05,317.07
4516,2081,159,1,0.2,95.09
4517,2082,373,1,0.05,
4518,2082,444,1,0.0,168.56
4519,2083,522,1,0.1,112.77
4520,2083,154,4,0.15,137.69
4521,2083,381,1,0.1,44.3
4522,2083,169,1,0.05,
4523,2083,104,3,0.1,42.38
4524,2084,205,0,0.0,188.2
4525,2084,135,2,0.2,97.64
4526,2085,517,1,0.1,56.86
4527,2086,592,2,0.0,246.95
4528,2087,296,2,0.15,50.52
4529,2088,514,3,0.15,340.19
4530,2089,90,1,0.2,213.53
4531,2090,266,1,0.2,327.38
4532,2090,584,1,0.2,271.12
4533,2090,589,2,0.0,173.19
4534,2090,469,4,0.0,15.22
4535,2091,397,1,0.1,
4536,2092,551,4,0.0,32.31
4537,2092,429,3,0.2,16.74
4538,2092,290,3,0.0,129.15
4539,2092,531,2,0.15,364.44
4540,2092,78,2,0.2,248.67
4541,2093,60,4,0.0,291.69
4542,2094,46,1,0.05,50.32
4543,2095,415,2,0.05,228.1
4544,2096,141,1,0.1,234.65
4545,2097,129,3,0.0,315.13
4546,2097,388,1,0.1,189.45
4547,2097,23,4,0.2,89.83
4548,2098,224,2,0.1,349.2
4549,2098,463,2,0.0,87.6
4550,2099,326,2,0.1,34.41
4551,2099,445,1,0.05,30.49
4552,2100,216,2,0.0,59.41
4553,2101,32,2,0.05,239.75
4554,2102,344,1,0.1,153.13
4555,2102,459,2,0.15,126.38
4556,2102,583,1,0.0,64.83
4557,2103,329,2,0.1,81.9
4558,2103,486,1,0.2,280.81
4559,2103,274,1,0.0,44.45
4560,2103,8,1,0.05,47.2
4561,2103,566,1,0.2,234.27
4562,2104,20,1,0.15,196.43
4563,2104,224,2,0.0,345.17
4564,2105,79,2,0.0,255.99
4565,2105,296,2,0.05,50.42
4566,2105,374,3,0.1,127.51
4567,2106,66,1,0.0,103.38
4568,2106,503,1,0.2,284.38
4569,2106,517,1,0.2,52.44
4570,2106,594,2,0.05,143.47
4571,2107,308,1,0.1,335.36
4572,2108,276,2,0.2,199.44
4573,2108,257,2,0.1,363.55
4574,2108,156,1,0.05,92.65
4575,2108,348,3,0.2,44.49
4576,2109,11,3,0.2,
4577,2110,157,1,0.0,18.92
4578,2110,309,2,0.1,
4579,2111,553,1,0.2,230.3
4580,2111,425,4,0.1,168.95
4581,2111,90,1,0.0,211.69
4582,2112,49,2,0.0,
4583,2112,30,1,0.2,18.1
4584,2113,156,3,0.05,98.0
4585,2114,383,1,0.05,16.6
4586,2114,45,1,0.05,273.2
4587,2114,519,2,0.15,127.88
4588,2114,308,3,0.0,342.17
4589,2114,343,4,0.05,290.39
4590,2115,330,2,0.2,214.43
4591,2115,566,3,0.2,230.35
4592,2116,448,2,0.2,166.96
4593,2116,179,2,0.1,15.19
4594,2117,99,1,0.1,302.98
4595,2117,390,4,0.15,251.88
4596,2118,464,4,0.0,90.16
4597,2118,294,4,0.05,21.8
4598,2118,431,1,0.2,226.8
4599,2118,303,2,0.0,40.3
4600,2118,239,2,0.05,30.9
4601,2119,65,2,0.0,8.68
4602,2119,584,2,0.0,268.14
4603,2119,258,1,0.2,12.56
4604,2119,246,2,0.0,157.44
4605,2120,384,2,0.0,302.0
4606,2120,195,4,0.0,276.06
4607,2121,406,1,0.15,
4608,2121,334,3,0.05,
4609,2121,78,4,0.0,239.57
4610,2121,560,3,0.0,
4611,2121,194,1,0.1,69.58
4612,2122,113,2,0.0,70.11
4613,2123,476,1,0.05,211.79
4614,2123,329,2,0.0,85.68
4615,2123,207,1,0.0,309.37
4616,2124,553,2,0.2,233.91
4617,2125,381,4,0.2,43.56
4618,2125,500,4,0.0,283.83
4619,2126,309,2,0.2,
4620,2126,600,4,0.0,171.73
4621,2126,143,1,0.05,
4622,2127,155,2,0.2,208.97
4623,2128,237,2,0.0,24.92
4624,2128,12,1,0.1,84.77
4625,2128,297,1,0.0,51.9
4626,2129,147,1,0.0,230.95
4627,2129,22,4,0.0,22.24
4628,2130,173,1,0.2,132.44
4629,2130,74,3,0.0,182.32
4630,2131,364,1,0.15,56.01
4631,2131,22,4,0.0,20.46
4632,2131,528,1,0.0,282.71
4633,2131,152,1,0.05,190.3
4634,2132,302,4,0.1,40.35
4635,2132,146,2,0.0,10.56
4636,2133,130,1,0.15,120.91
4637,2133,494,3,0.15,200.86
4638,2134,170,1,0.1,104.68
4639,2134,242,4,0.15,149.85
4640,2134,254,2,0.1,341.61
4641,2134,124,1,0.05,174.11
4642,2134,30,1,0.05,17.75
4643,2135,207,1,0.0,294.37
4644,2135,148,2,0.05,42.99
4645,2136,330,2,0.0,216.11
4646,2136,356,2,0.0,258.77
4647,2137,461,1,0.15,265.27
4648,2138,108,3,0.1,175.07
4649,2138,266,1,0.15,333.91
4650,2138,109,2,0.15,118.29
4651,2139,487,1,0.0,179.3
4652,2139,237,1,0.0,24.61
4653,2139,426,4,0.0,
4654,2140,223,1,0.1,342.52
4655,2140,153,2,0.05,
4656,2141,102,1,0.0,72.06
4657,2142,600,2,0.2,167.58
4658,2142,209,1,0.05,80.52
4659,2143,108,2,0.0,181.56
4660,2143,333,2,0.0,26.64
4661,2144,67,2,0.15,36.25
4662,2144,598,1,0.0,26.6
4663,2144,95,1,0.1,139.68
4664,2144,423,2,0.05,48.7
4665,2144,397,4,0.0,
4666,2145,446,2,0.0,283.09
4667,2146,477,3,0.0,74.02
4668,2146,544,1,0.1,142.06
4669,2147,190,3,0.0,202.31
4670,2147,77,1,0.15,49.98
4671,2148,362,4,0.2,31.9
4672,2149,302,1,0.05,42.88
4673,2150,398,4,0.05,15.29
4674,2151,553,1,0.2,225.38
4675,2151,393,4,0.2,80.24
4676,2152,464,2,0.0,93.88
4677,2153,68,2,0.2,259.91
4678,2153,471,2,0.1,87.68
4679,2154,127,1,0.2,236.16
4680,2154,529,1,0.15,224.85
4681,2154,179,0,0.05,14.46
4682,2155,95,3,0.15,131.95
4683,2155,485,4,0.1,167.09
4684,2156,203,1,0.05,135.34
4685,2156,535,1,0.0,
4686,2157,455,1,0.05,76.64
4687,2158,50,1,0.0,10.34
4688,2158,137,1,0.2,360.54
4689,2159,420,2,0.05,200.38
4690,2159,554,1,0.0,152.19
4691,2160,15,1,0.15,124.66
4692,2160,26,3,0.0,
4693,2160,256,1,0.15,186.5
4694,2160,441,2,0.1,87.59
4695,2161,27,4,0.15,360.99
4696,2161,591,3,0.0,258.72
4697,2161,259,2,0.0,150.94
4698,2161,109,2,0.05,126.98
4699,2162,524,2,0.0,50.43
4700,2162,494,1,0.0,207.78
4701,2162,380,4,0.0,322.84
4702,2163,464,2,0.1,88.64
4703,2164,62,2,0.0,73.14
4704,2164,265,2,0.0,30.74
4705,2164,311,4,0.05,50.06
4706,2164,593,1,0.15,47.39
4707,2165,345,2,0.0,180.83
4708,2165,196,1,0.0,277.08
4709,2165,555,2,0.0,155.62
4710,2165,512,2,0.0,368.31
4711,2166,93,1,0.05,98.07
4712,2167,127,4,0.15,236.71
4713,2167,9,2,0.0,99.43
4714,2168,229,2,0.1,9.4
4715,2169,407,1,0.2,59.13
4716,2170,468,4,0.0,48.97
4717,2171,117,2,0.0,183.16
4718,2171,474,2,0.05,63.05
4719,2171,281,1,0.1,172.18
4720,2172,270,4,0.0,108.32
4721,2173,565,2,0.15,98.89
4722,2173,593,1,0.15,49.54
4723,2174,17,3,0.0,
4724,2174,509,1,0.05,66.67
4725,2174,169,3,0.2,
4726,2174,306,1,0.15,23.01
4727,2175,485,4,0.15,180.86
4728,2175,526,2,0.15,285.27
4729,2176,326,1,0.05,33.81
4730,2176,162,1,0.0,173.95
4731,2177,217,1,0.1,143.05
4732,2177,275,2,0.1,204.68
4733,2177,75,3,0.0,18.73
4734,2178,297,2,0.2,51.85
4735,2179,397,3,0.15,
4736,2180,287,4,0.15,141.88
4737,2180,2,2,0.0,248.02
4738,2181,192,3,0.15,240.28
4739,2182,167,1,0.15,7.44
4740,2183,362,1,0.1,29.32
4741,2183,240,2,0.1,315.21
4742,2183,554,1,0.2,152.98
4743,2183,315,4,0.1,13.99
4744,2184,141,4,0.1,248.13
4745,2185,306,1,0.1,22.89
4746,2186,595,3,0.0,109.13
4747,2186,502,2,0.05,308.2
4748,2186,238,1,0.05,224.36
4749,2186,16,4,0.0,
4750,2186,343,1,0.0,312.81
4751,2187,205,1,0.05,188.96
4752,2187,410,3,0.05,19.61
4753,2188,354,3,0.15,124.99
4754,2189,536,2,0.15,78.58
4755,2189,97,3,0.1,316.28
4756,2189,417,1,0.0,35.93
4757,2190,488,2,0.2,13.11
4758,2191,287,1,0.15,142.48
4759,2191,162,3,0.05,165.56
4760,2192,503,2,0.05,281.91
4761,2192,219,2,0.2,33.67
4762,2192,153,2,0.2,301.51
4763,2193,367,1,0.2,202.25
4764,2193,406,2,0.15,
4765,2194,205,4,0.15,193.62
4766,2195,174,1,0.1,132.71
4767,2196,323,1,0.1,54.45
4768,2196,385,1,0.05,137.54
4769,2197,366,3,0.15,71.18
4770,2197,224,1,0.2,351.58
4771,2197,74,2,0.2,192.03
4772,2198,173,2,0.1,137.95
4773,2199,517,2,0.0,53.5
4774,2199,149,1,0.05,188.65
4775,2199,437,2,0.0,178.26
4776,2200,182,2,0.0,147.96
4777,2200,470,1,0.05,42.96
4778,2201,388,1,0.0,189.96
4779,2201,164,1,0.15,184.7
4780,2201,283,1,0.1,115.49
4781,2202,515,1,0.15,127.32
4782,2203,155,1,0.0,210.92
4783,2203,246,2,0.15,153.79
4784,2204,336,4,0.1,77.97
4785,2205,565,2,0.15,95.94
4786,2206,23,4,0.0,96.36
4787,2206,409,1,0.0,164.14
4788,2207,167,3,0.05,7.22
4789,2207,159,3,0.0,100.8
4790,2207,384,3,0.1,296.99
4791,2207,501,4,0.0,
4792,2208,494,2,0.2,204.93
4793,2208,566,1,0.0,234.35
4794,2209,228,2,0.2,38.15
4795,2209,387,1,0.1,40.39
4796,2209,398,4,0.0,14.98
4797,2210,67,1,0.0,38.0
4798,2210,112,4,0.0,31.69
4799,2211,29,4,0.1,25.76
4800,2211,78,3,0.0,248.12
4801,2211,483,2,0.0,80.38
4802,2211,558,1,0.0,202.21
4803,2212,599,4,0.05,382.5
4804,2212,313,1,0.15,172.56
4805,2212,405,3,0.05,98.92
4806,2212,382,1,0.2,91.72
4807,2213,109,2,0.15,
4808,2213,311,1,0.0,49.37
4809,2214,135,2,0.2,97.17
4810,2214,543,2,0.0,294.53
4811,2214,83,4,0.0,41.95
4812,2214,353,3,0.0,
